,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$,imdb_rating
1865,Pulse ,2006,Horror,PG-13,90,Dimension Films,"$20,500,000","$20,264,436","$9,643,249","$29,907,685",4.7
1866,The Four Feathers ,2002,Romance,PG-13,132,Paramount Pictures,"$35,000,000","$18,306,166","$11,576,479","$29,882,645",6.5
1867,The Bye Bye Man ,2017,Fantasy,PG-13,96,STX Entertainment,"$7,400,000","$22,395,806","$7,478,474","$29,874,280",4.3
1868,Angel Eyes ,2001,Drama,R,102,Warner Bros.,"$53,000,000","$24,174,218","$5,541,388","$29,715,606",5.7
1869,The Raven ,2012,Thriller,R,110,Relativity Media,"$26,000,000","$16,008,272","$13,691,073","$29,699,345",6.4
1870,Cursed ,2005,Comedy,PG-13,97,Dimension Films,"$38,000,000","$19,297,522","$10,324,200","$29,621,722",5.0
1871,An American Haunting ,2006,Mystery,PG-13,83,Freestyle Releasing,"$14,000,000","$16,298,046","$13,314,091","$29,612,137",5.0
1872,W. ,2008,Drama,PG-13,129,Lionsgate,"$25,100,000","$25,534,493","$4,026,094","$29,560,587",6.3
1873,City by the Sea ,2002,Crime,R,108,Warner Bros.,"$40,000,000","$22,449,000","$6,965,087","$29,414,087",6.1
1874,Luther ,2003,History,PG-13,123,R.S. Entertainment,"$30,000,000","$5,791,328","$23,622,572","$29,413,900",8.4
1875,The Losers ,2010,Adventure,PG-13,97,Warner Bros.,"$25,000,000","$23,591,432","$5,806,222","$29,397,654",6.2
1876,Baby Boy ,2001,Drama,R,130,Sony Pictures Entertainment (SPE),"$16,000,000","$28,734,552","$647,097","$29,381,649",6.4
1877,Nurse Betty ,2000,Drama,R,110,USA Films,"$35,000,000","$25,170,054","$4,190,346","$29,360,400",6.3
1878,Beyond the Lights ,2014,Drama,PG-13,116,Relativity Media,"$7,000,000","$14,618,727","$14,618,727","$29,237,454",6.8
1879,The Young Victoria ,2009,Romance,PG,105,Apparition,"$35,000,000","$11,001,272","$18,180,557","$29,181,829",7.2
1880,Agent Cody Banks 2: Destination London ,2004,Sci-Fi,PG,100,Metro-Goldwyn-Mayer (MGM),"$26,000,000","$23,630,159","$5,188,836","$28,818,995",4.5
1881,Wrong Turn ,2003,Thriller,R,84,Twentieth Century Fox,"$12,600,000","$15,418,790","$13,231,785","$28,650,575",6.1
1882,Brown Sugar ,2002,Romance,PG-13,109,Fox Searchlight Pictures,"$8,000,000","$27,363,891","$952,560","$28,316,451",6.5
1883,Thunderbirds ,2004,Action,PG,95,Universal Pictures,"$57,000,000","$6,880,917","$21,402,720","$28,283,637",4.3
1884,The Upside of Anger ,2005,Comedy,R,118,New Line Cinema,"$12,000,000","$18,761,993","$9,475,495","$28,237,488",6.8
1885,Case 39 ,2010,Mystery,R,109,Paramount Vantage,"$26,000,000","$13,261,851","$14,928,752","$28,190,603",6.2
1886,Your Highness ,2011,Adventure,R,102,Universal Pictures,"$49,900,000","$21,596,445","$6,417,288","$28,013,733",5.5
1887,The Tailor of Panama ,2001,Comedy,R,109,Sony Pictures Entertainment (SPE),"$21,000,000","$13,729,742","$14,278,720","$28,008,462",6.1
1888,The Brothers ,2001,Drama,R,106,Screen Gems,"$6,000,000","$27,457,409","$500,782","$27,958,191",6.3
1889,Dark Skies ,2013,Thriller,PG-13,97,Dimension Films,"$3,500,000","$17,418,667","$10,439,436","$27,858,103",6.3
1890,Love & Basketball ,2000,Romance,PG-13,124,New Line Cinema,"$20,000,000","$27,459,615","$268,503","$27,728,118",7.2
1891,Appaloosa ,2008,Western,R,115,Warner Bros.,"$20,000,000","$20,211,394","$7,500,968","$27,712,362",6.7
1892,Dirty Dancing: Havana Nights ,2004,Music,PG-13,86,Lionsgate,"$25,000,000","$14,161,590","$13,523,426","$27,685,016",5.9
1893,Nebraska ,2013,Comedy,R,115,Paramount Pictures,"$12,000,000","$17,654,912","$10,027,960","$27,682,872",7.7
1894,Traitor ,2008,Thriller,PG-13,114,Overture Films,"$22,000,000","$23,530,831","$4,143,633","$27,674,464",6.9
1895,The Quiet American ,2003,Drama,R,101,Miramax,"$30,000,000","$12,988,801","$14,685,323","$27,674,124",7.0
1896,The Last Castle ,2001,Action,R,131,DreamWorks Distribution,"$72,000,000","$18,244,060","$9,398,647","$27,642,707",6.9
1897,The Road ,2009,Drama,R,111,Dimension Films,"$25,000,000","$8,117,000","$19,522,579","$27,639,579",7.2
1898,The Happytime Murders ,2018,Comedy,R,91,STX Entertainment,"$40,000,000","$20,706,452","$6,800,000","$27,506,452",5.5
1899,The Incredible Burt Wonderstone ,2013,Comedy,PG-13,100,Warner Bros.,"$30,000,000","$22,537,881","$4,900,000","$27,437,881",5.9
1900,Frost/Nixon ,2008,Biography,R,122,Universal Pictures,"$25,000,000","$18,622,031","$8,804,304","$27,426,335",7.7
1901,Left Behind ,2014,Sci-Fi,PG-13,110,Freestyle Releasing,"$16,000,000","$14,019,924","$13,385,972","$27,405,896",3.1
1902,Ella Enchanted ,2004,Fantasy,PG,96,Miramax,"$31,000,000","$22,918,387","$4,470,380","$27,388,767",6.3
1903,Ramona and Beezus ,2010,Drama,,104,Twentieth Century Fox,"$15,000,000","$26,167,002","$1,126,741","$27,293,743",6.5
1904,American Ultra ,2015,Action,R,96,Lionsgate,"$28,000,000","$14,440,985","$12,821,389","$27,262,374",6.1
1905,Sorority Row ,2009,Mystery,R,101,Summit Entertainment,"$12,500,000","$11,965,282","$15,240,838","$27,206,120",5.1
1906,Splice ,2010,Horror,R,104,Warner Bros.,"$30,000,000","$17,010,170","$10,117,450","$27,127,620",5.8
1907,Shoot 'Em Up ,2007,Action,R,86,New Line Cinema,"$39,000,000","$12,807,139","$14,315,099","$27,122,238",6.6
1908,Let Me In ,2010,Mystery,R,116,Overture Films,"$20,000,000","$12,134,935","$14,958,657","$27,093,592",7.1
1909,Ghost Town ,2008,Romance,PG-13,102,DreamWorks,"$20,000,000","$13,367,624","$13,722,535","$27,090,159",6.7
1910,Clerks II ,2006,Comedy,R,97,MGM/Weinstein,"$5,000,000","$24,148,068","$2,836,907","$26,984,975",7.3
1911,Observe and Report ,2009,Comedy,R,86,Warner Bros.,"$18,000,000","$24,007,324","$2,966,230","$26,973,554",5.8
1912,CHIPS ,2017,Action,R,100,Warner Bros.,"$25,000,000","$18,600,152","$8,200,000","$26,800,152",6.0
1913,A Cure for Wellness ,2017,Fantasy,R,146,Twentieth Century Fox,"$40,000,000","$8,106,986","$18,513,016","$26,620,002",6.4
1914,Mongol: The Rise of Genghis Khan ,2008,Action,R,126,Picturehouse,"$18,000,000","$5,705,761","$20,821,749","$26,527,510",7.2
1915,Only the Brave ,2017,Biography,PG-13,134,Sony Pictures Entertainment (SPE),"$38,000,000","$18,343,983","$8,007,339","$26,351,322",7.6
1916,All About the Benjamins ,2002,Thriller,R,95,New Line Cinema,"$15,000,000","$25,916,319","$390,214","$26,306,533",5.8
1917,Aloha ,2015,Comedy,PG-13,105,Sony Pictures Entertainment (SPE),"$37,000,000","$21,067,116","$5,182,904","$26,250,020",5.4
1918,Apollo 18 ,2011,Thriller,PG-13,86,Dimension Films,"$5,000,000","$17,687,709","$8,548,444","$26,236,153",5.2
1919,The Whole Ten Yards ,2004,Crime,PG-13,98,Warner Bros.,"$40,000,000","$16,328,471","$9,842,200","$26,170,671",5.5
1920,The Light Between Oceans ,2016,Drama,PG-13,133,Walt Disney Studios Motion Pictures,"$20,000,000","$12,545,979","$13,429,642","$25,975,621",7.2
1921,White Boy Rick ,2018,Drama,R,111,Studio 8,"$29,000,000","$24,011,188","$1,946,294","$25,957,482",6.5
1922,"Paul, Apostle of Christ ",2018,Drama,PG-13,108,Affirm Films,"$5,000,000","$17,560,475","$8,355,491","$25,915,966",6.6
1923,Huevos: Little Rooster's Egg-cellent Adventure ,2015,Animation,PG-13,98,Lionsgate,"$5,300,000","$9,080,818","$16,811,743","$25,892,561",5.7
1924,Rollerball ,2002,Action,PG-13,98,Metro-Goldwyn-Mayer (MGM),"$70,000,000","$18,990,798","$6,861,966","$25,852,764",3.1
1925,The Alamo ,2004,History,PG-13,137,Walt Disney Studios Motion Pictures,"$107,000,000","$22,414,961","$3,405,000","$25,819,961",6.0
1926,Our Idiot Brother ,2011,Drama,R,90,The Weinstein Company,"$5,000,000","$24,816,118","$988,330","$25,804,448",6.4
1927,Fair Game ,2010,Biography,PG-13,108,Summit Entertainment,"$22,000,000","$9,540,691","$16,258,224","$25,798,915",6.8
1928,Jonah: A VeggieTales Movie ,2002,Drama,,82,Artisan Entertainment,"$14,000,000","$25,581,229","$34,002","$25,615,231",6.4
1929,Grindhouse ,2007,Thriller,R,191,Dimension Films,"$67,000,000","$25,037,897","$384,191","$25,422,088",7.5
1930,A Haunted House 2 ,2014,Comedy,R,86,Open Road Films (II),"$4,000,000","$17,329,486","$8,029,230","$25,358,716",4.7
1931,North Country ,2005,Drama,R,126,Warner Bros.,"$35,000,000","$18,337,722","$6,873,453","$25,211,175",7.3
1932,The Last Exorcism Part II ,2013,Horror,PG-13,88,CBS Films,"$5,000,000","$15,179,302","$9,872,563","$25,051,865",4.0
1933,Free State of Jones ,2016,Action,R,139,STX Entertainment,"$50,000,000","$20,810,036","$4,225,914","$25,035,950",6.9
1934,Whiskey Tango Foxtrot ,2016,Biography,R,112,Paramount Pictures,"$35,000,000","$23,083,334","$1,888,805","$24,972,139",6.6
1935,A Single Man ,2009,Romance,R,99,The Weinstein Company,"$7,000,000","$9,176,000","$15,788,890","$24,964,890",7.5
1936,Booksmart ,2019,Comedy,R,102,United Artists Releasing,"$6,000,000","$22,680,962","$2,278,645","$24,959,607",7.1
1937,Seed of Chucky ,2004,Thriller,R,87,Rogue Pictures,"$12,000,000","$17,083,732","$7,745,912","$24,829,644",4.9
1938,Big Miracle ,2012,Drama,PG,107,Universal Pictures,"$40,000,000","$20,157,300","$4,561,915","$24,719,215",6.5
1939,Bride & Prejudice ,2005,Romance,PG-13,122,Miramax,"$7,000,000","$6,605,592","$18,110,848","$24,716,440",6.2
1940,The Shipping News ,2001,Drama,R,111,Miramax,"$38,000,000","$11,434,216","$13,256,225","$24,690,441",6.7
1941,Sparkle ,2012,Music,PG-13,116,TriStar Pictures,"$14,000,000","$24,397,469","$240,331","$24,637,800",5.7
1942,Joe Somebody ,2001,Drama,PG,98,Twentieth Century Fox,"$38,000,000","$22,771,646","$1,745,126","$24,516,772",5.5
1943,The Next Best Thing ,2000,Romance,PG-13,108,Paramount Pictures,"$25,000,000","$14,990,582","$9,372,190","$24,362,772",4.7
1944,Trance ,2013,Drama,R,101,Fox Searchlight Pictures,"$20,000,000","$2,328,743","$21,932,826","$24,261,569",6.9
1945,The Gunman ,2015,Thriller,R,115,Open Road Films (II),"$40,000,000","$10,664,749","$13,512,388","$24,177,137",5.8
1946,The Way Back ,2011,History,PG-13,133,Newmarket Films,"$30,000,000","$2,701,859","$21,470,342","$24,172,201",7.3
1947,Bad Santa 2 ,2016,Drama,R,92,Broad Green Pictures,"$26,000,000","$17,782,178","$6,297,090","$24,079,268",5.6
1948,School for Scoundrels ,2006,Comedy,PG-13,100,MGM/Weinstein,"$35,000,000","$17,807,569","$6,140,116","$23,947,685",5.9
1949,Harold & Kumar Go to White Castle ,2004,Comedy,R,88,New Line Cinema,"$9,000,000","$18,250,550","$5,686,358","$23,936,908",7.0
1950,25th Hour ,2002,Drama,R,135,Walt Disney Studios Motion Pictures,"$5,000,000","$13,084,595","$10,843,908","$23,928,503",7.6
1951,Birth ,2004,Fantasy,R,100,New Line Cinema,"$20,000,000","$5,095,038","$18,830,454","$23,925,492",6.2
1952,Dickie Roberts: Former Child Star ,2003,Comedy,PG-13,98,Paramount Pictures,"$17,000,000","$22,738,671","$1,030,834","$23,769,505",5.5
1953,The Peanut Butter Falcon ,2019,Comedy,PG-13,97,Roadside Attractions,"$6,200,000","$20,457,151","$3,286,476","$23,743,627",7.6
1954,Hustle & Flow ,2005,Drama,R,116,Paramount Classics,"$2,800,000","$22,202,809","$1,360,918","$23,563,727",7.3
1955,Biker Boyz ,2003,Action,PG-13,110,DreamWorks Distribution,"$24,000,000","$22,076,772","$1,433,849","$23,510,621",4.6
1956,Wish Upon ,2017,Mystery,PG-13,90,Broad Green Pictures,"$12,000,000","$14,301,505","$9,167,081","$23,468,586",5.1
1957,Tomcats ,2001,Comedy,R,95,Revolution Studios,"$11,000,000","$13,558,739","$9,872,027","$23,430,766",5.3
1958,Kingdom Come ,2001,Comedy,PG,94,Fox Searchlight Pictures,"$7,000,000","$23,249,649","$146,400","$23,396,049",5.5
1959,Antwone Fisher ,2002,Biography,PG-13,120,Fox Searchlight Pictures,"$12,500,000","$21,078,145","$2,289,441","$23,367,586",7.3
1960,Detroit ,2017,Crime,R,143,Annapurna Pictures,"$34,000,000","$16,790,139","$6,564,961","$23,355,100",7.3
1961,Middle School: The Worst Years of My Life ,2016,Animation,PG,92,Lionsgate,"$8,500,000","$20,007,149","$3,308,990","$23,316,139",6.1
1962,Warrior ,2011,Drama,PG-13,140,Lionsgate,"$25,000,000","$13,657,115","$9,651,500","$23,308,615",8.1
1963,Super Troopers ,2002,Crime,R,100,Fox Searchlight Pictures,"$3,000,000","$18,492,362","$4,689,861","$23,182,223",7.0
1964,Being John Malkovich ,1999,Comedy,R,113,USA Films,"$13,000,000","$22,863,596","$243,071","$23,106,667",7.7
1965,Boys Don't Cry ,1999,Romance,R,118,Fox Searchlight Pictures,"$2,000,000","$11,540,607","$11,540,607","$23,081,214",7.5
1966,Snow Falling on Cedars ,1999,Drama,PG-13,127,Universal Pictures,"$35,000,000","$14,417,593","$8,632,000","$23,049,593",6.7
1967,Confidence ,2003,Crime,R,97,Lionsgate,"$15,000,000","$12,251,640","$10,762,566","$23,014,206",6.6
1968,Aquamarine ,2006,Comedy,PG,110,Twentieth Century Fox,"$12,000,000","$18,597,342","$4,392,615","$22,989,957",5.4
1969,Imagine That ,2009,Comedy,PG,107,Paramount Pictures,"$55,000,000","$16,123,323","$6,861,871","$22,985,194",5.6
1970,The Human Stain ,2003,Drama,R,106,Miramax,"$30,000,000","$5,381,908","$17,572,160","$22,954,068",6.2
1971,Armored ,2009,Action,PG-13,88,Screen Gems,"$20,000,000","$15,988,876","$6,953,345","$22,942,221",5.7
1972,Young Adult ,2011,Comedy,R,94,Paramount Pictures,"$12,000,000","$16,311,571","$6,627,456","$22,939,027",6.3
1973,A Perfect Getaway ,2009,Thriller,R,98,Universal Pictures,"$14,000,000","$15,515,460","$7,422,869","$22,938,329",6.5
1974,Black and Blue ,2019,Thriller,R,108,Screen Gems,"$12,000,000","$22,055,313","$685,748","$22,741,061",6.4
1975,EuroTrip ,2004,Comedy,R,92,DreamWorks Distribution,"$25,000,000","$17,771,387","$4,833,766","$22,605,153",6.6
1976,Dead Silence ,2007,Thriller,R,89,Universal Pictures,"$20,000,000","$16,809,076","$5,572,971","$22,382,047",6.1
1977,The Contender ,2000,Drama,R,126,DreamWorks Distribution,"$20,000,000","$17,872,723","$4,489,088","$22,361,811",6.9
1978,Reign Over Me ,2007,Drama,R,124,Sony Pictures Entertainment (SPE),"$20,000,000","$19,661,987","$2,580,401","$22,242,388",7.4
1979,A Thousand Words ,2012,Comedy,PG-13,91,DreamWorks,"$40,000,000","$18,450,127","$3,594,150","$22,044,277",5.8
1980,Little Black Book ,2004,Drama,PG-13,107,Revolution Studios,"$35,000,000","$20,698,668","$1,336,841","$22,035,509",5.3
1981,Reno 911! Miami ,2007,Crime,R,80,Twentieth Century Fox,"$10,000,000","$20,342,161","$1,679,101","$22,021,262",5.9
1982,Unaccompanied Minors ,2006,Family,PG,90,Warner Bros.,"$25,000,000","$16,655,224","$5,294,010","$21,949,234",5.3
1983,Flicka ,2006,Drama,PG,95,Twentieth Century Fox,"$15,000,000","$21,000,147","$893,444","$21,893,591",6.0
1984,Black or White ,2015,Drama,PG-13,121,Relativity Media,"$9,000,000","$21,571,189","$262,778","$21,833,967",6.6
1985,Legends of Oz: Dorothy's Return ,2014,Family,PG,88,Clarius Entertainment,"$70,000,000","$8,462,347","$13,293,071","$21,755,418",5.0
1986,Proud Mary ,2018,Drama,R,89,Screen Gems,"$14,000,000","$20,877,013","$876,352","$21,753,365",5.0
1987,White Oleander ,2002,Drama,PG-13,109,Warner Bros.,"$16,000,000","$16,357,770","$5,314,514","$21,672,284",7.1
1988,Win a Date with Tad Hamilton! ,2004,Romance,PG-13,96,DreamWorks Distribution,"$22,000,000","$17,071,962","$4,441,472","$21,513,434",5.6
1989,My Soul to Take ,2010,Thriller,R,107,Universal Pictures,"$25,000,000","$14,744,435","$6,756,378","$21,500,813",4.7
1990,Unplanned ,2019,Drama,R,109,Pure Flix Entertainment,"$6,000,000","$19,005,109","$2,344,820","$21,349,929",5.5
1991,New York Minute ,2004,Family,PG,91,Warner Bros.,"$30,000,000","$14,071,441","$7,218,385","$21,289,826",4.9
1992,The Prodigy ,2019,Horror,R,92,Orion Pictures,"$6,000,000","$14,856,291","$6,293,974","$21,150,265",5.9
1993,Once ,2007,Music,R,86,Fox Searchlight Pictures,"$150,000","$9,439,923","$11,496,799","$20,936,722",7.8
1994,The Devil's Rejects ,2005,Horror,R,107,Lionsgate,"$7,000,000","$17,044,981","$3,856,878","$20,901,859",6.7
1995,SuperFly ,2018,Action,R,116,Sony Pictures Entertainment (SPE),"$16,000,000","$20,545,116","$235,569","$20,780,685",5.2
1996,Keanu ,2016,Comedy,R,100,Warner Bros.,"$15,000,000","$20,591,853","$59,480","$20,651,333",6.2
1997,Pandorum ,2009,Thriller,R,108,Overture Films,"$33,000,000","$10,330,853","$10,317,475","$20,648,328",6.7
1998,Super Size Me ,2004,Documentary,PG-13,100,IDP Distribution,"$65,000","$11,536,423","$9,109,334","$20,645,757",7.2
1999,Walk Hard: The Dewey Cox Story ,2007,Comedy,R,96,Sony Pictures Entertainment (SPE),"$35,000,000","$18,317,151","$2,259,047","$20,576,198",6.8
2000,The Man with the Iron Fists ,2012,Action,R,95,Universal Pictures,"$15,000,000","$15,634,090","$4,912,428","$20,546,518",5.4
2001,Country Strong ,2010,Music,PG-13,117,Screen Gems,"$15,000,000","$20,218,921","$310,273","$20,529,194",6.3
2002,The Namesake ,2007,Drama,PG-13,122,Fox Searchlight Pictures,"$9,500,000","$13,569,248","$6,785,073","$20,354,321",7.5
2003,Labor Day ,2014,Romance,PG-13,111,Paramount Pictures,"$18,000,000","$13,371,528","$6,904,284","$20,275,812",6.9
2004,Serving Sara ,2002,Comedy,PG-13,102,Paramount Pictures,"$29,000,000","$16,930,185","$3,215,965","$20,146,150",5.3
2005,Godzilla 2000: Millennium ,2000,Drama,PG,99,Sony Pictures Entertainment (SPE),"$13,000,000","$10,037,390","$10,037,390","$20,074,780",6.0
2006,I Heart Huckabees ,2004,Comedy,R,107,Fox Searchlight Pictures,"$20,000,000","$12,785,432","$7,286,740","$20,072,172",6.5
2007,Crazy/Beautiful ,2001,Romance,PG-13,99,Walt Disney Studios Motion Pictures,"$13,000,000","$16,937,988","$3,000,000","$19,937,988",6.4
2008,Ballistic: Ecks vs. Sever ,2002,Thriller,R,91,Warner Bros.,"$70,000,000","$14,307,963","$5,616,070","$19,924,033",3.7
2009,The Perfect Man ,2005,Comedy,PG,100,Universal Pictures,"$10,000,000","$16,535,005","$3,235,470","$19,770,475",5.4
2010,Blackhat ,2015,Thriller,R,133,Universal Pictures,"$70,000,000","$8,005,980","$11,646,077","$19,652,057",5.5
2011,Youth in Revolt ,2010,Comedy,R,90,Dimension Films,"$18,000,000","$15,281,286","$4,369,807","$19,651,093",6.4
2012,Amelia ,2009,Romance,PG,111,Fox Searchlight Pictures,"$40,000,000","$14,246,488","$5,396,598","$19,643,086",5.8
2013,Margin Call ,2011,Thriller,R,107,Roadside Attractions,"$3,500,000","$5,354,039","$14,150,000","$19,504,039",7.1
2014,The Lion King ,2003,Family,G,88,Walt Disney Studios Motion Pictures,"$45,000,000","$15,686,215","$3,800,000","$19,486,215",8.5
2015,Vanity Fair ,2004,Drama,PG-13,141,Focus Features,"$23,000,000","$16,136,476","$3,326,709","$19,463,185",6.2
2016,The Edge of Seventeen ,2016,Comedy,R,104,STX Entertainment,"$9,000,000","$14,431,633","$4,938,387","$19,370,020",7.3
2017,Duplex ,2003,Comedy,PG-13,89,Miramax,"$40,000,000","$9,692,135","$9,630,000","$19,322,135",5.9
2018,The Weather Man ,2005,Drama,R,102,Paramount Pictures,"$22,000,000","$12,482,775","$6,643,623","$19,126,398",6.6
2019,A Mighty Heart ,2007,History,R,108,Paramount Vantage,"$16,000,000","$9,176,787","$9,831,958","$19,008,745",6.6
2020,Akeelah and the Bee ,2006,Drama,PG,112,Lionsgate,"$8,000,000","$18,848,430","$99,995","$18,948,425",7.4
2021,The Curse of the Jade Scorpion ,2001,Crime,PG-13,103,DreamWorks Distribution,"$33,000,000","$7,517,191","$11,397,116","$18,914,307",6.7
2022,Feardotcom ,2002,Horror,R,101,Warner Bros.,"$40,000,000","$13,258,249","$5,643,766","$18,902,015",3.4
2023,Sex Drive ,2008,Comedy,R,109,Summit Entertainment,"$19,000,000","$8,402,485","$10,353,451","$18,755,936",6.5
2024,Glee: The 3D Concert Movie ,2011,Documentary,PG,84,Twentieth Century Fox,"$9,000,000","$11,862,398","$6,800,840","$18,663,238",5.5
2025,The Drop ,2014,Drama,R,106,Fox Searchlight Pictures,"$12,600,000","$10,724,389","$7,933,992","$18,658,381",7.0
2026,Waiting... ,2005,Comedy,R,94,Lionsgate,"$3,000,000","$16,124,543","$2,513,147","$18,637,690",6.7
2027,Admission ,2013,Romance,PG-13,108,Focus Features,"$13,000,000","$18,007,317","$629,884","$18,637,201",5.7
2028,An Unfinished Life ,2005,Family,PG-13,108,Miramax,"$30,000,000","$8,586,392","$10,031,892","$18,618,284",7.0
2029,De-Lovely ,2004,Drama,PG-13,125,United Artists,"$15,000,000","$13,456,633","$5,155,318","$18,611,951",6.6
2030,Fired Up! ,2009,Comedy,PG-13,90,Screen Gems,"$20,000,000","$17,231,291","$1,367,811","$18,599,102",6.1
2031,Empire ,2002,Drama,R,90,Universal Pictures,"$4,000,000","$17,600,423","$990,849","$18,591,272",7.4
2032,See No Evil ,2006,Thriller,R,84,Lionsgate,"$8,000,000","$15,032,800","$3,531,667","$18,564,467",5.0
2033,Black Christmas ,2019,Mystery,PG-13,92,Universal Pictures,"$5,000,000","$10,429,730","$8,100,000","$18,529,730",7.1
2034,My Baby's Daddy ,2004,Comedy,PG-13,86,Miramax,"$12,000,000","$17,669,317","$821,106","$18,490,423",4.5
2035,Motherless Brooklyn ,2019,Mystery,R,144,Warner Bros.,"$26,000,000","$9,277,736","$9,200,000","$18,477,736",6.8
2036,Repo Men ,2010,Sci-Fi,R,111,Universal Pictures,"$32,000,000","$13,794,835","$4,615,056","$18,409,891",6.3
2037,Loser ,2000,Romance,PG-13,98,Sony Pictures Entertainment (SPE),"$20,000,000","$15,618,626","$2,786,080","$18,404,706",5.3
2038,The World's Fastest Indian ,2006,Biography,PG-13,127,Magnolia Pictures,"$25,000,000","$5,128,124","$13,169,566","$18,297,690",7.8
2039,Friends with Money ,2006,Drama,R,88,Sony Pictures Classics,"$6,500,000","$13,368,437","$4,876,807","$18,245,244",5.8
2040,My Boss's Daughter ,2003,Romance,PG-13,86,Dimension Films,"$14,000,000","$15,550,605","$2,640,400","$18,191,005",4.7
2041,Hell Fest ,2018,Thriller,R,89,Lionsgate,"$5,500,000","$11,107,431","$7,052,260","$18,159,691",5.5
2042,All the Pretty Horses ,2000,Romance,PG-13,116,Miramax,"$57,000,000","$15,540,353","$2,593,142","$18,133,495",5.8
2043,The Country Bears ,2002,Family,,88,Walt Disney Studios Motion Pictures,"$35,000,000","$16,990,825","$1,021,272","$18,012,097",4.2
2044,Dope ,2015,Drama,R,103,Open Road Films (II),"$7,000,000","$17,506,470","$480,311","$17,986,781",7.2
2045,Whiteout ,2009,Thriller,R,101,Warner Bros.,"$35,000,000","$10,275,638","$7,701,029","$17,976,667",5.5
2046,City of Ember ,2008,Fantasy,PG,90,Twentieth Century Fox,"$55,000,000","$7,873,007","$10,056,677","$17,929,684",6.4
2047,Flyboys ,2006,War,PG-13,140,Metro-Goldwyn-Mayer (MGM),"$60,000,000","$13,090,630","$4,744,235","$17,834,865",6.5
2048,Unforgettable ,2017,Drama,R,100,Warner Bros.,"$12,000,000","$11,368,012","$6,400,000","$17,768,012",6.8
2049,Swing Vote ,2008,Drama,PG-13,120,Walt Disney Studios Motion Pictures,"$21,000,000","$16,289,867","$1,344,446","$17,634,313",6.1
2050,Rebound ,2005,Sport,PG,86,Twentieth Century Fox,"$33,100,000","$16,809,014","$683,000","$17,492,014",5.1
2051,Capitalism: A Love Story ,2009,Documentary,R,127,Overture Films,"$20,000,000","$14,363,397","$3,073,112","$17,436,509",7.4
2052,A Guy Thing ,2003,Romance,PG-13,101,Metro-Goldwyn-Mayer (MGM),"$20,000,000","$15,545,431","$1,886,732","$17,432,163",5.6
2053,Frailty ,2002,Drama,R,100,Lionsgate,"$11,000,000","$13,110,448","$4,312,582","$17,423,030",7.2
2054,The Matador ,2005,Crime,R,96,The Weinstein Company,"$12,500,000","$12,594,698","$4,752,533","$17,347,231",6.7
2055,Kinsey ,2004,Drama,R,118,Fox Searchlight Pictures,"$11,000,000","$10,254,979","$6,795,038","$17,050,017",7.1
2056,Kung Pow: Enter the Fist ,2002,Comedy,PG-13,81,Twentieth Century Fox,"$10,000,000","$16,037,962","$956,663","$16,994,625",6.2
2057,Jason X ,2002,Thriller,R,92,New Line Cinema,"$11,000,000","$13,121,555","$3,830,243","$16,951,798",4.4
2058,Catch That Kid ,2004,Comedy,PG,91,Twentieth Century Fox,"$12,000,000","$16,703,799","$247,903","$16,951,702",5.2
2059,Life or Something Like It ,2002,Comedy,PG-13,103,Twentieth Century Fox,"$40,000,000","$14,448,589","$2,424,082","$16,872,671",5.8
2060,The Good Girl ,2002,Romance,R,93,Fox Searchlight Pictures,"$8,000,000","$14,018,296","$2,837,828","$16,856,124",6.4
2061,House of 1000 Corpses ,2003,Horror,R,89,Lionsgate,"$7,000,000","$12,634,962","$4,194,583","$16,829,545",6.0
2062,Hit and Run ,2012,Comedy,R,100,Open Road Films (II),"$2,000,000","$13,749,300","$3,067,347","$16,816,647",6.1
2063,The Birth of a Nation ,2016,Drama,R,120,Fox Searchlight Pictures,"$8,500,000","$15,861,566","$917,646","$16,779,212",6.2
2064,House of Sand and Fog ,2003,Crime,R,126,DreamWorks Distribution,"$16,500,000","$13,040,288","$3,723,516","$16,763,804",7.5
2065,Whip It ,2009,Drama,PG-13,111,Fox Searchlight Pictures,"$15,000,000","$13,043,363","$3,647,940","$16,691,303",6.9
2066,American Dreamz ,2006,Comedy,PG-13,107,Universal Pictures,"$17,000,000","$7,191,830","$9,464,273","$16,656,103",5.5
2067,Battle of the Year ,2013,Music,PG-13,110,Screen Gems,"$20,000,000","$8,888,355","$7,661,122","$16,549,477",5.0
2068,The Fountain ,2006,Drama,PG-13,97,Warner Bros.,"$35,000,000","$10,144,010","$6,324,333","$16,468,343",7.2
2069,Pride and Prejudice and Zombies ,2016,Horror,PG-13,108,Screen Gems,"$28,000,000","$10,938,134","$5,519,360","$16,457,494",5.8
2070,They ,2002,Thriller,PG-13,89,Dimension Films,"$17,000,000","$12,840,842","$3,605,429","$16,446,271",4.8
2071,Everybody's Fine ,2009,Adventure,PG-13,100,Miramax,"$21,000,000","$9,208,876","$7,234,733","$16,443,609",7.1
2072,The Powerpuff Girls Movie ,2002,Adventure,PG,73,Warner Bros.,"$11,000,000","$11,412,414","$5,014,057","$16,426,471",6.5
