,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$
257,Return to Me ,2000,Romance,PG,115,Metro-Goldwyn-Mayer (MGM),"$24,000,000","$32,722,798","$3,887,197","$36,609,995"
3164,The Intruder ,2019,Thriller,PG-13,102,Screen Gems,"$8,000,000","$35,419,122","$1,180,239","$36,599,361"
1662,Pirate Radio ,2009,Comedy,R,135,Focus Features,"$50,000,000","$8,017,917","$28,330,867","$36,348,784"
1789,Furry Vengeance ,2010,Family,PG,92,Summit Entertainment,"$35,000,000","$17,630,465","$18,657,667","$36,288,132"
1906,A Very Harold & Kumar Christmas ,2011,Comedy,R,90,Warner Bros.,"$19,000,000","$35,061,031","$1,131,744","$36,192,775"
768,Garden State ,2004,Romance,R,102,Fox Searchlight Pictures,"$2,500,000","$26,782,316","$9,043,000","$35,825,316"
1286,Hostel: Part II ,2007,Horror,R,94,Lionsgate,"$10,200,000","$17,609,452","$18,118,731","$35,728,183"
1776,Faster ,2010,Thriller,R,98,CBS Films,"$24,000,000","$23,240,020","$12,386,938","$35,626,958"
256,My Dog Skip ,2000,Family,PG,95,Warner Bros.,"$6,000,000","$34,134,641","$1,413,120","$35,547,761"
772,Jersey Girl ,2004,Romance,PG-13,102,Miramax,"$35,000,000","$25,268,157","$10,224,764","$35,492,921"
1280,Vacancy ,2007,Thriller,R,85,Screen Gems,"$19,000,000","$19,363,565","$16,079,370","$35,442,935"
952,Assault on Precinct 13 ,2005,Action,R,109,Rogue Pictures,"$30,000,000","$20,040,895","$15,253,575","$35,294,470"
3037,Operation Finale ,2018,Thriller,PG-13,122,Metro-Goldwyn-Mayer (MGM),"$24,000,000","$17,612,099","$17,612,099","$35,224,198"
1908,Courageous ,2011,Drama,PG-13,130,TriStar Pictures,"$2,000,000","$34,522,221","$663,663","$35,185,884"
264,The Adventures of Rocky & Bullwinkle ,2000,Animation,PG,92,Universal Pictures,"$76,000,000","$26,005,820","$9,129,000","$35,134,820"
809,Alfie ,2004,Romance,R,103,Paramount Pictures,"$60,000,000","$13,399,812","$21,661,070","$35,060,882"
800,Flight of the Phoenix ,2004,Romance,PG-13,113,Twentieth Century Fox,"$45,000,000","$21,009,180","$14,012,317","$35,021,497"
1917,The Sitter ,2011,Comedy,R,81,Twentieth Century Fox,"$25,000,000","$30,441,326","$4,500,862","$34,942,188"
3020,The Hate U Give ,2018,Crime,PG-13,133,Twentieth Century Fox,"$23,000,000","$29,719,483","$5,214,526","$34,934,009"
2537,Secret in Their Eyes ,2015,Mystery,PG-13,111,STX Entertainment,"$19,500,000","$20,180,155","$14,674,835","$34,854,990"
1465,Disaster Movie ,2008,Comedy,PG-13,87,Lionsgate,"$20,000,000","$14,190,901","$20,625,923","$34,816,824"
2840,Kidnap ,2017,Thriller,R,95,Aviron Pictures,"$21,000,000","$30,971,040","$3,843,062","$34,814,102"
819,The Life Aquatic with Steve Zissou ,2004,Comedy,R,119,Walt Disney Studios Motion Pictures,"$50,000,000","$24,020,403","$10,788,000","$34,808,403"
2233,Broken City ,2013,Crime,R,109,Twentieth Century Fox,"$35,000,000","$19,701,164","$15,036,035","$34,737,199"
2384,Endless Love ,2014,Romance,PG-13,104,Universal Pictures,"$20,000,000","$23,438,250","$11,279,923","$34,718,173"
1782,The Kids Are All Right ,2010,Comedy,R,106,Focus Features,"$4,000,000","$20,811,365","$13,894,485","$34,705,850"
600,Malibu's Most Wanted ,2003,Crime,PG-13,86,Warner Bros.,"$15,000,000","$34,432,201","$190,303","$34,622,504"
2073,Alex Cross ,2012,Action,PG-13,101,Lionsgate,"$35,000,000","$25,888,412","$8,730,455","$34,618,867"
1278,Gone Baby Gone ,2007,Thriller,R,114,Miramax,"$19,000,000","$20,292,962","$14,319,481","$34,612,443"
2081,Haywire ,2012,Thriller,R,93,Relativity Media,"$23,000,000","$18,942,396","$15,571,364","$34,513,760"
454,Swimfan ,2002,Thriller,PG-13,85,Twentieth Century Fox,"$10,000,000","$28,564,995","$5,846,245","$34,411,240"
919,Bad News Bears ,2005,Comedy,PG-13,113,Paramount Pictures,"$35,000,000","$32,868,349","$1,384,498","$34,252,847"
2849,The House ,2017,Crime,R,88,Warner Bros.,"$40,000,000","$25,584,504","$8,600,000","$34,184,504"
812,Darkness ,2004,Horror,PG-13,88,Dimension Films,"$10,600,000","$22,163,442","$11,825,294","$33,988,736"
609,The Fighting Temptations ,2003,Comedy,PG-13,123,Paramount Pictures,"$30,000,000","$30,250,745","$3,721,317","$33,972,062"
3202,The Good Liar ,2019,Mystery,R,109,Warner Bros.,"$10,000,000","$17,156,058","$16,700,000","$33,856,058"
3178,The Art of Racing in the Rain ,2019,Romance,PG,109,Twentieth Century Fox,"$18,000,000","$26,395,642","$7,371,145","$33,766,787"
3013,Nobody's Fool ,2018,Comedy,R,110,Paramount Pictures,"$19,000,000","$31,713,110","$1,992,223","$33,705,333"
921,Because of Winn-Dixie ,2005,Family,PG,106,Twentieth Century Fox,"$14,000,000","$32,647,042","$942,385","$33,589,427"
1505,Run Fatboy Run ,2008,Romance,PG-13,100,Picturehouse,"$10,000,000","$6,003,262","$27,475,659","$33,478,921"
1637,The Box ,2009,Mystery,PG-13,115,Warner Bros.,"$30,000,000","$15,051,977","$18,281,554","$33,333,531"
2534,Project Almanac ,2015,Sci-Fi,PG-13,106,Paramount Pictures,"$12,000,000","$22,348,241","$10,865,000","$33,213,241"
455,The Crocodile Hunter: Collision Course ,2002,Adventure,PG,90,Metro-Goldwyn-Mayer (MGM),"$12,000,000","$28,442,574","$4,639,974","$33,082,548"
637,Confessions of a Dangerous Mind ,2002,Biography,R,113,Miramax,"$30,000,000","$16,007,718","$17,006,087","$33,013,805"
2095,Lockout ,2012,Action,PG-13,95,FilmDistrict,"$20,000,000","$14,326,864","$18,621,249","$32,948,113"
3201,Brightburn ,2019,Sci-Fi,R,90,Screen Gems,"$6,000,000","$17,300,439","$15,592,982","$32,893,421"
524,Adaptation. ,2002,Comedy,R,115,Sony Pictures Entertainment (SPE),"$19,000,000","$22,498,520","$10,302,653","$32,801,173"
3041,Forever My Girl ,2018,Romance,PG,108,Roadside Attractions,"$3,500,000","$16,376,066","$16,376,066","$32,752,132"
1301,Awake ,2007,Thriller,R,84,MGM/Weinstein,"$8,600,000","$14,377,198","$18,352,864","$32,730,062"
2074,Part of Me ,2012,Music,PG,93,Paramount Pictures,"$12,000,000","$25,326,071","$7,400,885","$32,726,956"
1768,Leap Year ,2010,Comedy,PG,100,Universal Pictures,"$19,000,000","$25,918,920","$6,767,580","$32,686,500"
346,The Musketeer ,2001,Adventure,PG-13,104,Universal Pictures,"$40,000,000","$27,073,640","$5,460,162","$32,533,802"
3077,The Hurricane Heist ,2018,Action,PG-13,103,Entertainment Studios Motion Pictures,"$35,000,000","$6,115,825","$26,401,423","$32,517,248"
2260,Movie 43 ,2013,Comedy,R,94,Relativity Media,"$6,000,000","$8,840,453","$23,598,535","$32,438,988"
1626,The Invention of Lying ,2009,Fantasy,PG-13,100,Warner Bros.,"$18,500,000","$18,451,251","$13,955,256","$32,406,507"
3187,Stuber ,2019,Thriller,R,93,Twentieth Century Fox,"$16,000,000","$22,370,452","$10,020,493","$32,390,945"
470,Hart's War ,2002,War,R,125,Metro-Goldwyn-Mayer (MGM),"$70,000,000","$19,077,641","$13,209,403","$32,287,044"
2093,Seven Psychopaths ,2012,Comedy,R,110,CBS Films,"$15,000,000","$15,024,049","$17,202,333","$32,226,382"
267,Reindeer Games ,2000,Crime,R,104,Miramax,"$42,000,000","$23,368,995","$8,799,975","$32,168,970"
1769,You Again ,2010,Comedy,PG,105,Walt Disney Studios Motion Pictures,"$20,000,000","$25,702,053","$6,352,316","$32,054,369"
3036,Bad Times at the El Royale ,2018,Crime,R,141,Twentieth Century Fox,"$32,000,000","$17,839,115","$14,043,609","$31,882,724"
2559,Self/less ,2015,Mystery,PG-13,117,Focus Features,"$26,000,000","$12,279,691","$19,527,465","$31,807,156"
457,Blood Work ,2002,Thriller,R,110,Warner Bros.,"$50,000,000","$26,235,081","$5,559,637","$31,794,718"
3043,Hunter Killer ,2018,Action,R,121,Lionsgate,"$40,000,000","$15,767,460","$15,905,218","$31,672,678"
930,Rent ,2005,Musical,PG-13,135,Revolution Studios,"$40,000,000","$29,077,547","$2,593,073","$31,670,620"
3016,Super Troopers 2 ,2018,Crime,R,100,Twentieth Century Fox,"$13,500,000","$30,617,396","$1,008,990","$31,626,386"
968,The Gospel ,2005,Music,PG,105,Screen Gems,"$4,000,000","$15,778,152","$15,778,152","$31,556,304"
1630,Jennifer's Body ,2009,Horror,R,102,Twentieth Century Fox,"$16,000,000","$16,204,793","$15,351,268","$31,556,061"
1144,The New World ,2005,History,PG-13,135,New Line Cinema,"$30,000,000","$12,712,093","$18,798,762","$31,510,855"
1934,The Thing ,2011,Mystery,R,103,Universal Pictures,"$38,000,000","$16,928,670","$14,576,617","$31,505,287"
1609,Dance Flick ,2009,Action,PG-13,83,Paramount Pictures,"$25,000,000","$25,662,155","$5,776,985","$31,439,140"
1953,I Don't Know How She Does It ,2011,Romance,PG-13,89,The Weinstein Company,"$24,000,000","$9,662,284","$21,747,867","$31,410,151"
762,Johnson Family Vacation ,2004,Comedy,PG-13,97,Fox Searchlight Pictures,"$12,000,000","$31,203,964","$122,219","$31,326,183"
353,How High ,2001,Comedy,R,93,Universal Pictures,"$20,000,000","$31,178,740","$105,000","$31,283,740"
1462,Pride and Glory ,2008,Thriller,R,130,Warner Bros.,"$30,000,000","$15,740,721","$15,459,836","$31,200,557"
1603,The Stepfather ,2009,Thriller,PG-13,101,Screen Gems,"$20,000,000","$29,062,561","$2,135,970","$31,198,531"
451,The New Guy ,2002,Comedy,PG-13,88,Revolution Studios,"$13,000,000","$29,760,152","$1,407,236","$31,167,388"
2077,Premium Rush ,2012,Action,PG-13,91,Sony Pictures Entertainment (SPE),"$35,000,000","$20,275,446","$10,808,153","$31,083,599"
1128,Ultraviolet ,2006,Sci-Fi,PG-13,88,Screen Gems,"$30,000,000","$18,535,812","$12,534,399","$31,070,211"
462,Beauty and the Beast ,2002,Fantasy,,84,Walt Disney Studios Motion Pictures,"$25,000,000","$25,487,190","$5,546,156","$31,033,346"
1322,Pathfinder ,2007,Thriller,R,99,Twentieth Century Fox,"$45,000,000","$10,232,081","$20,752,502","$30,984,583"
1456,Igor ,2008,Comedy,PG,87,Metro-Goldwyn-Mayer (MGM),"$25,000,000","$19,528,602","$11,365,283","$30,893,885"
2410,Winter's Tale ,2014,Fantasy,PG-13,118,Warner Bros.,"$60,000,000","$12,600,231","$18,200,000","$30,800,231"
2682,When the Bough Breaks ,2016,Thriller,PG-13,107,Screen Gems,"$10,000,000","$29,747,603","$910,784","$30,658,387"
627,Cabin Fever ,2003,Horror,R,93,Lionsgate,"$1,500,000","$21,158,188","$9,395,206","$30,553,394"
946,Two for the Money ,2005,Sport,R,122,Universal Pictures,"$35,000,000","$22,991,379","$7,535,130","$30,526,509"
1938,What's Your Number? ,2011,Comedy,R,106,Twentieth Century Fox,"$20,000,000","$14,011,084","$16,415,012","$30,426,096"
3282,Like a Boss ,2020,Comedy,R,83,Paramount Pictures,"$29,000,000","$22,169,514","$8,229,976","$30,399,490"
2374,When the Game Stands Tall ,2014,Biography,PG,115,TriStar Pictures,"$15,000,000","$30,127,963","$10,791","$30,138,754"
802,Godsend ,2004,Thriller,PG-13,102,Lionsgate,"$25,000,000","$14,379,751","$15,740,920","$30,120,671"
788,Laws of Attraction ,2004,Comedy,PG-13,90,New Line Cinema,"$32,000,000","$17,871,255","$12,160,619","$30,031,874"
484,Solaris ,2002,Romance,PG-13,99,Twentieth Century Fox,"$47,000,000","$14,973,382","$15,029,376","$30,002,758"
274,Small Time Crooks ,2000,Crime,PG,94,DreamWorks Distribution,"$25,000,000","$17,266,359","$12,668,118","$29,934,477"
2713,Keeping Up with the Joneses ,2016,Comedy,PG-13,105,Twentieth Century Fox,"$40,000,000","$14,904,426","$15,014,319","$29,918,745"
1122,Pulse ,2006,Horror,PG-13,90,Dimension Films,"$20,500,000","$20,264,436","$9,643,249","$29,907,685"
474,The Four Feathers ,2002,Adventure,PG-13,132,Paramount Pictures,"$35,000,000","$18,306,166","$11,576,479","$29,882,645"
2090,The Raven ,2012,Thriller,R,110,Relativity Media,"$26,000,000","$16,008,272","$13,691,073","$29,699,345"
955,Cursed ,2005,Comedy,PG-13,97,Dimension Films,"$38,000,000","$19,297,522","$10,324,200","$29,621,722"
1132,An American Haunting ,2006,Horror,PG-13,83,Freestyle Releasing,"$14,000,000","$16,298,046","$13,314,091","$29,612,137"
1447,W. ,2008,Biography,PG-13,129,Lionsgate,"$25,100,000","$25,534,493","$4,026,094","$29,560,587"
465,City by the Sea ,2002,Thriller,R,108,Warner Bros.,"$40,000,000","$22,449,000","$6,965,087","$29,414,087"
670,Luther ,2003,History,PG-13,123,R.S. Entertainment,"$30,000,000","$5,791,328","$23,622,572","$29,413,900"
1775,The Losers ,2010,Crime,PG-13,97,Warner Bros.,"$25,000,000","$23,591,432","$5,806,222","$29,397,654"
265,Nurse Betty ,2000,Crime,R,110,USA Films,"$35,000,000","$25,170,054","$4,190,346","$29,360,400"
2405,Beyond the Lights ,2014,Music,PG-13,116,Relativity Media,"$7,000,000","$14,618,727","$14,618,727","$29,237,454"
776,Agent Cody Banks 2: Destination London ,2004,Action,PG,100,Metro-Goldwyn-Mayer (MGM),"$26,000,000","$23,630,159","$5,188,836","$28,818,995"
641,Wrong Turn ,2003,Thriller,R,84,Twentieth Century Fox,"$12,600,000","$15,418,790","$13,231,785","$28,650,575"
456,Brown Sugar ,2002,Romance,PG-13,109,Fox Searchlight Pictures,"$8,000,000","$27,363,891","$952,560","$28,316,451"
831,Thunderbirds ,2004,Adventure,PG,95,Universal Pictures,"$57,000,000","$6,880,917","$21,402,720","$28,283,637"
956,The Upside of Anger ,2005,Comedy,R,118,New Line Cinema,"$12,000,000","$18,761,993","$9,475,495","$28,237,488"
1795,Case 39 ,2010,Horror,R,109,Paramount Vantage,"$26,000,000","$13,261,851","$14,928,752","$28,190,603"
1924,Your Highness ,2011,Fantasy,R,102,Universal Pictures,"$49,900,000","$21,596,445","$6,417,288","$28,013,733"
343,The Brothers ,2001,Comedy,R,106,Screen Gems,"$6,000,000","$27,457,409","$500,782","$27,958,191"
2243,Dark Skies ,2013,Sci-Fi,PG-13,97,Dimension Films,"$3,500,000","$17,418,667","$10,439,436","$27,858,103"
261,Love & Basketball ,2000,Romance,PG-13,124,New Line Cinema,"$20,000,000","$27,459,615","$268,503","$27,728,118"
1455,Appaloosa ,2008,Action,R,115,Warner Bros.,"$20,000,000","$20,211,394","$7,500,968","$27,712,362"
2269,Nebraska ,2013,Comedy,R,115,Paramount Pictures,"$12,000,000","$17,654,912","$10,027,960","$27,682,872"
1449,Traitor ,2008,Crime,PG-13,114,Overture Films,"$22,000,000","$23,530,831","$4,143,633","$27,674,464"
352,The Last Castle ,2001,Thriller,R,131,DreamWorks Distribution,"$72,000,000","$18,244,060","$9,398,647","$27,642,707"
1666,The Road ,2009,Drama,R,111,Dimension Films,"$25,000,000","$8,117,000","$19,522,579","$27,639,579"
3031,The Happytime Murders ,2018,Fantasy,R,91,STX Entertainment,"$40,000,000","$20,706,452","$6,800,000","$27,506,452"
2226,The Incredible Burt Wonderstone ,2013,Comedy,PG-13,100,Warner Bros.,"$30,000,000","$22,537,881","$4,900,000","$27,437,881"
1517,Frost/Nixon ,2008,History,R,122,Universal Pictures,"$25,000,000","$18,622,031","$8,804,304","$27,426,335"
2407,Left Behind ,2014,Action,PG-13,110,Freestyle Releasing,"$16,000,000","$14,019,924","$13,385,972","$27,405,896"
777,Ella Enchanted ,2004,Family,PG,96,Miramax,"$31,000,000","$22,918,387","$4,470,380","$27,388,767"
2551,American Ultra ,2015,Comedy,R,96,Lionsgate,"$28,000,000","$14,440,985","$12,821,389","$27,262,374"
1648,Sorority Row ,2009,Horror,R,101,Summit Entertainment,"$12,500,000","$11,965,282","$15,240,838","$27,206,120"
1790,Splice ,2010,Sci-Fi,R,104,Warner Bros.,"$30,000,000","$17,010,170","$10,117,450","$27,127,620"
1310,Shoot 'Em Up ,2007,Action,R,86,New Line Cinema,"$39,000,000","$12,807,139","$14,315,099","$27,122,238"
1796,Let Me In ,2010,Horror,R,116,Overture Films,"$20,000,000","$12,134,935","$14,958,657","$27,093,592"
1468,Ghost Town ,2008,Comedy,PG-13,102,DreamWorks,"$20,000,000","$13,367,624","$13,722,535","$27,090,159"
1108,Clerks II ,2006,Comedy,R,97,MGM/Weinstein,"$5,000,000","$24,148,068","$2,836,907","$26,984,975"
2861,CHIPS ,2017,Crime,R,100,Warner Bros.,"$25,000,000","$18,600,152","$8,200,000","$26,800,152"
1507,Mongol: The Rise of Genghis Khan ,2008,War,R,126,Picturehouse,"$18,000,000","$5,705,761","$20,821,749","$26,527,510"
3295,Emma. ,2020,Romance,PG,124,Focus Features,"$10,000,000","$10,055,355","$16,350,398","$26,405,753"
2862,Only the Brave ,2017,Action,PG-13,134,Sony Pictures Entertainment (SPE),"$38,000,000","$18,343,983","$8,007,339","$26,351,322"
458,All About the Benjamins ,2002,Thriller,R,95,New Line Cinema,"$15,000,000","$25,916,319","$390,214","$26,306,533"
1933,Apollo 18 ,2011,Sci-Fi,PG-13,86,Dimension Films,"$5,000,000","$17,687,709","$8,548,444","$26,236,153"
795,The Whole Ten Yards ,2004,Crime,PG-13,98,Warner Bros.,"$40,000,000","$16,328,471","$9,842,200","$26,170,671"
3025,White Boy Rick ,2018,Crime,R,111,Studio 8,"$29,000,000","$24,011,188","$1,946,294","$25,957,482"
3038,"Paul, Apostle of Christ ",2018,Biography,PG-13,108,Affirm Films,"$5,000,000","$17,560,475","$8,355,491","$25,915,966"
2565,Huevos: Little Rooster's Egg-cellent Adventure ,2015,Animation,PG-13,98,Lionsgate,"$5,300,000","$9,080,818","$16,811,743","$25,892,561"
471,Rollerball ,2002,Sport,PG-13,98,Metro-Goldwyn-Mayer (MGM),"$70,000,000","$18,990,798","$6,861,966","$25,852,764"
1801,Fair Game ,2010,Biography,PG-13,108,Summit Entertainment,"$22,000,000","$9,540,691","$16,258,224","$25,798,915"
460,Jonah: A VeggieTales Movie ,2002,Comedy,,82,Artisan Entertainment,"$14,000,000","$25,581,229","$34,002","$25,615,231"
1267,Grindhouse ,2007,Action,R,191,Dimension Films,"$67,000,000","$25,037,897","$384,191","$25,422,088"
2398,A Haunted House 2 ,2014,Fantasy,R,86,Open Road Films (II),"$4,000,000","$17,329,486","$8,029,230","$25,358,716"
958,North Country ,2005,Drama,R,126,Warner Bros.,"$35,000,000","$18,337,722","$6,873,453","$25,211,175"
2251,The Last Exorcism Part II ,2013,Horror,PG-13,88,CBS Films,"$5,000,000","$15,179,302","$9,872,563","$25,051,865"
2698,Free State of Jones ,2016,Biography,R,139,STX Entertainment,"$50,000,000","$20,810,036","$4,225,914","$25,035,950"
2695,Whiskey Tango Foxtrot ,2016,Biography,R,112,Paramount Pictures,"$35,000,000","$23,083,334","$1,888,805","$24,972,139"
3185,Booksmart ,2019,Comedy,R,102,United Artists Releasing,"$6,000,000","$22,680,962","$2,278,645","$24,959,607"
791,Seed of Chucky ,2004,Horror,R,87,Rogue Pictures,"$12,000,000","$17,083,732","$7,745,912","$24,829,644"
2078,Big Miracle ,2012,Romance,PG,107,Universal Pictures,"$40,000,000","$20,157,300","$4,561,915","$24,719,215"
993,Bride & Prejudice ,2005,Comedy,PG-13,122,Miramax,"$7,000,000","$6,605,592","$18,110,848","$24,716,440"
504,The Shipping News ,2001,Drama,R,111,Miramax,"$38,000,000","$11,434,216","$13,256,225","$24,690,441"
277,The Next Best Thing ,2000,Romance,PG-13,108,Paramount Pictures,"$25,000,000","$14,990,582","$9,372,190","$24,362,772"
2293,Trance ,2013,Mystery,R,101,Fox Searchlight Pictures,"$20,000,000","$2,328,743","$21,932,826","$24,261,569"
2562,The Gunman ,2015,Action,R,115,Open Road Films (II),"$40,000,000","$10,664,749","$13,512,388","$24,177,137"
2707,Bad Santa 2 ,2016,Comedy,R,92,Broad Green Pictures,"$26,000,000","$17,782,178","$6,297,090","$24,079,268"
1129,School for Scoundrels ,2006,Comedy,PG-13,100,MGM/Weinstein,"$35,000,000","$17,807,569","$6,140,116","$23,947,685"
787,Harold & Kumar Go to White Castle ,2004,Comedy,R,88,New Line Cinema,"$9,000,000","$18,250,550","$5,686,358","$23,936,908"
646,25th Hour ,2002,Drama,R,135,Walt Disney Studios Motion Pictures,"$5,000,000","$13,084,595","$10,843,908","$23,928,503"
844,Birth ,2004,Mystery,R,100,New Line Cinema,"$20,000,000","$5,095,038","$18,830,454","$23,925,492"
622,Dickie Roberts: Former Child Star ,2003,Comedy,PG-13,98,Paramount Pictures,"$17,000,000","$22,738,671","$1,030,834","$23,769,505"
949,Hustle & Flow ,2005,Music,R,116,Paramount Classics,"$2,800,000","$22,202,809","$1,360,918","$23,563,727"
2873,Wish Upon ,2017,Horror,PG-13,90,Broad Green Pictures,"$12,000,000","$14,301,505","$9,167,081","$23,468,586"
364,Tomcats ,2001,Comedy,R,95,Revolution Studios,"$11,000,000","$13,558,739","$9,872,027","$23,430,766"
351,Kingdom Come ,2001,Comedy,PG,94,Fox Searchlight Pictures,"$7,000,000","$23,249,649","$146,400","$23,396,049"
529,Antwone Fisher ,2002,Biography,PG-13,120,Fox Searchlight Pictures,"$12,500,000","$21,078,145","$2,289,441","$23,367,586"
2870,Detroit ,2017,Thriller,R,143,Annapurna Pictures,"$34,000,000","$16,790,139","$6,564,961","$23,355,100"
2702,Middle School: The Worst Years of My Life ,2016,Comedy,PG,92,Lionsgate,"$8,500,000","$20,007,149","$3,308,990","$23,316,139"
1940,Warrior ,2011,Action,PG-13,140,Lionsgate,"$25,000,000","$13,657,115","$9,651,500","$23,308,615"
473,Super Troopers ,2002,Mystery,R,100,Fox Searchlight Pictures,"$3,000,000","$18,492,362","$4,689,861","$23,182,223"
290,Being John Malkovich ,1999,Comedy,R,113,USA Films,"$13,000,000","$22,863,596","$243,071","$23,106,667"
649,Confidence ,2003,Crime,R,97,Lionsgate,"$15,000,000","$12,251,640","$10,762,566","$23,014,206"
1127,Aquamarine ,2006,Romance,PG,110,Twentieth Century Fox,"$12,000,000","$18,597,342","$4,392,615","$22,989,957"
1631,Imagine That ,2009,Comedy,PG,107,Paramount Pictures,"$55,000,000","$16,123,323","$6,861,871","$22,985,194"
671,The Human Stain ,2003,Romance,R,106,Miramax,"$30,000,000","$5,381,908","$17,572,160","$22,954,068"
1634,Armored ,2009,Thriller,PG-13,88,Screen Gems,"$20,000,000","$15,988,876","$6,953,345","$22,942,221"
1946,Young Adult ,2011,Comedy,R,94,Paramount Pictures,"$12,000,000","$16,311,571","$6,627,456","$22,939,027"
3189,Black and Blue ,2019,Action,R,108,Screen Gems,"$12,000,000","$22,055,313","$685,748","$22,741,061"
789,EuroTrip ,2004,Comedy,R,92,DreamWorks Distribution,"$25,000,000","$17,771,387","$4,833,766","$22,605,153"
1290,Dead Silence ,2007,Mystery,R,89,Universal Pictures,"$20,000,000","$16,809,076","$5,572,971","$22,382,047"
1279,Reign Over Me ,2007,Drama,R,124,Sony Pictures Entertainment (SPE),"$20,000,000","$19,661,987","$2,580,401","$22,242,388"
783,Little Black Book ,2004,Romance,PG-13,107,Revolution Studios,"$35,000,000","$20,698,668","$1,336,841","$22,035,509"
1277,Reno 911! Miami ,2007,Comedy,R,80,Twentieth Century Fox,"$10,000,000","$20,342,161","$1,679,101","$22,021,262"
1136,Unaccompanied Minors ,2006,Family,PG,90,Warner Bros.,"$25,000,000","$16,655,224","$5,294,010","$21,949,234"
1120,Flicka ,2006,Adventure,PG,95,Twentieth Century Fox,"$15,000,000","$21,000,147","$893,444","$21,893,591"
2535,Black or White ,2015,Drama,PG-13,121,Relativity Media,"$9,000,000","$21,571,189","$262,778","$21,833,967"
2417,Legends of Oz: Dorothy's Return ,2014,Adventure,PG,88,Clarius Entertainment,"$70,000,000","$8,462,347","$13,293,071","$21,755,418"
3030,Proud Mary ,2018,Thriller,R,89,Screen Gems,"$14,000,000","$20,877,013","$876,352","$21,753,365"
479,White Oleander ,2002,Drama,PG-13,109,Warner Bros.,"$16,000,000","$16,357,770","$5,314,514","$21,672,284"
792,Win a Date with Tad Hamilton! ,2004,Romance,PG-13,96,DreamWorks Distribution,"$22,000,000","$17,071,962","$4,441,472","$21,513,434"
1793,My Soul to Take ,2010,Thriller,R,107,Universal Pictures,"$25,000,000","$14,744,435","$6,756,378","$21,500,813"
3294,Impractical Jokers: The Movie ,2020,Comedy,PG-13,92,truTV,"$3,000,000","$10,691,091","$10,691,091","$21,382,182"
3196,Unplanned ,2019,Biography,R,109,Pure Flix Entertainment,"$6,000,000","$19,005,109","$2,344,820","$21,349,929"
805,New York Minute ,2004,Crime,PG,91,Warner Bros.,"$30,000,000","$14,071,441","$7,218,385","$21,289,826"
3207,The Prodigy ,2019,Horror,R,92,Orion Pictures,"$6,000,000","$14,856,291","$6,293,974","$21,150,265"
1326,Once ,2007,Music,R,86,Fox Searchlight Pictures,"$150,000","$9,439,923","$11,496,799","$20,936,722"
963,The Devil's Rejects ,2005,Horror,R,107,Lionsgate,"$7,000,000","$17,044,981","$3,856,878","$20,901,859"
3033,SuperFly ,2018,Crime,R,116,Sony Pictures Entertainment (SPE),"$16,000,000","$20,545,116","$235,569","$20,780,685"
2701,Keanu ,2016,Comedy,R,100,Warner Bros.,"$15,000,000","$20,591,853","$59,480","$20,651,333"
1651,Pandorum ,2009,Mystery,R,108,Overture Films,"$33,000,000","$10,330,853","$10,317,475","$20,648,328"
818,Super Size Me ,2004,Documentary,PG-13,100,IDP Distribution,"$65,000","$11,536,423","$9,109,334","$20,645,757"
1309,Walk Hard: The Dewey Cox Story ,2007,Music,R,96,Sony Pictures Entertainment (SPE),"$35,000,000","$18,317,151","$2,259,047","$20,576,198"
2092,The Man with the Iron Fists ,2012,Action,R,95,Universal Pictures,"$15,000,000","$15,634,090","$4,912,428","$20,546,518"
1305,The Namesake ,2007,Drama,PG-13,122,Fox Searchlight Pictures,"$9,500,000","$13,569,248","$6,785,073","$20,354,321"
3293,Brahms: The Boy II ,2020,Thriller,PG-13,86,STX Entertainment,"$10,000,000","$12,611,536","$7,700,000","$20,311,536"
2409,Labor Day ,2014,Thriller,PG-13,111,Paramount Pictures,"$18,000,000","$13,371,528","$6,904,284","$20,275,812"
478,Serving Sara ,2002,Comedy,PG-13,102,Paramount Pictures,"$29,000,000","$16,930,185","$3,215,965","$20,146,150"
285,Godzilla 2000: Millennium ,2000,Adventure,PG,99,Sony Pictures Entertainment (SPE),"$13,000,000","$10,037,390","$10,037,390","$20,074,780"
813,I Heart Huckabees ,2004,Comedy,R,107,Fox Searchlight Pictures,"$20,000,000","$12,785,432","$7,286,740","$20,072,172"
486,Ballistic: Ecks vs. Sever ,2002,Crime,R,91,Warner Bros.,"$70,000,000","$14,307,963","$5,616,070","$19,924,033"
966,The Perfect Man ,2005,Family,PG,100,Universal Pictures,"$10,000,000","$16,535,005","$3,235,470","$19,770,475"
2568,Blackhat ,2015,Action,R,133,Universal Pictures,"$70,000,000","$8,005,980","$11,646,077","$19,652,057"
1641,Amelia ,2009,Biography,PG,111,Fox Searchlight Pictures,"$40,000,000","$14,246,488","$5,396,598","$19,643,086"
1964,Margin Call ,2011,Thriller,R,107,Roadside Attractions,"$3,500,000","$5,354,039","$14,150,000","$19,504,039"
650,The Lion King ,2003,Adventure,G,88,Walt Disney Studios Motion Pictures,"$45,000,000","$15,686,215","$3,800,000","$19,486,215"
